full_name,age,league,season,position,Current Club,nationality,minutes_played_overall,appearances_overall,penalty_goals,penalty_misses,clean_sheets_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_away,conceded_per_90_overall,cards_per_90_overall,passes_per_90_overall,passes_completed_per_90_overall,tackles_per_90_overall,shots_per_90_overall,shots_on_target_per_90_overall,shots_off_target_per_90_overall,interceptions_per_90_overall,key_passes_per_90_overall,dribbles_per_90_overall,dribbles_successful_per_90_overall,saves_per_90_overall,shots_faced_per_90_overall,dribbled_past_per_90_overall,blocks_per_90_overall,clearances_per_90_overall,hit_woodwork_per_90_overall,punches_per_90_overall,offsides_per_90_overall,xa_per_90_overall,npxg_per_90_overall,fouls_drawn_per_90_overall,fouls_committed_per_90_overall,xg_per_90_overall,aerial_duels_won_per_90_overall,duels_per_90_overall,duels_won_per_90_overall,dispossesed_per_90_overall,accurate_crosses_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,average_rating_overall,crosses_per_game_overall,dispossesed_per_game_overall,saves_per_game_overall,shots_per_goal_scored_overall,shots_off_target_per_game_overall,dribbles_successful_percentage_overall,save_percentage_overall,pass_completion_rate_overall,shot_accuraccy_percentage_overall,inside_box_saves_total_overall,penalties_won_total_overall,shot_conversion_rate_overall,duels_won_per_game_overall,duels_won_percentage_overall,cross_completion_rate_overall,hattricks_total_overall,two_goals_in_a_game_total_overall,three_goals_in_a_game_total_overall,annual_salary_eur,market_value_in_eur,agg_labels,Position Clusters
Mehdi Bourabia,32,Serie A,2022/2023,Midfielder,Spezia,Morocco,2886.0,38.0,0.0,0.0,6.0,0.12,0.09,0.03,0.06,1.53,0.09,38.69,30.9,1.32,0.68,0.16,0.52,1.0,1.19,1.8,0.84,0.0,0.0,0.68,0.39,1.77,0.03,0.0,0.03,0.17,0.04,0.58,1.06,0.04,0.68,7.95,3.41,0.9,0.42,269.0,159.0,-1.0,12.0,6.8,1.73,0.76,0.0,21.0,0.43,46.43,0.0,79.87,23.81,0.0,0.0,4.76,2.86,42.91,20.31,0.0,0.0,0.0,1028326.0,1150000.0,0,Defensive Midfielders
Mehdi Léris,25,Serie A,2022/2023,Midfielder,Sampdoria,Algeria,2464.0,32.0,0.0,0.0,3.0,0.07,0.04,0.04,0.0,1.61,0.47,30.17,21.11,2.19,0.84,0.44,0.4,0.99,0.73,2.08,0.88,0.0,0.0,0.99,0.22,1.02,0.07,0.0,0.37,0.09,0.05,1.72,1.9,0.05,3.51,16.44,8.29,1.75,0.29,266.0,249.0,-1.0,9.0,6.66,1.78,1.5,0.0,23.0,0.34,42.11,0.0,69.98,52.17,0.0,0.0,4.35,7.09,50.44,14.04,0.0,0.0,0.0,538358.0,2500000.0,0,Defensive Midfielders
Mehdi Taremi,31,Liga NOS,2022/2023,Forward,Porto,Iran,2641.0,33.0,7.0,1.0,17.0,0.99,0.24,0.75,0.54,0.51,0.24,26.89,20.15,0.75,2.74,1.71,1.03,0.24,1.71,2.02,0.99,0.0,0.0,0.58,0.03,0.58,0.14,0.0,0.72,0.21,0.37,1.44,1.09,0.56,2.05,10.4,5.23,0.79,0.1,2.0,39.0,-1.0,1.0,7.37,0.36,0.7,0.0,3.64,0.91,49.15,0.0,74.94,62.5,0.0,1.0,27.5,4.64,50.33,25.0,2.0,3.0,2.0,1747916.0,15000000.0,5,MVPs
Mehdi Zeffane,31,Ligue 1,2022/2023,Defender,Clermont,Algeria,654.0,17.0,0.0,0.0,5.0,0.28,0.14,0.14,0.24,0.83,0.14,33.17,26.15,1.65,0.69,0.28,0.41,2.48,1.24,1.24,0.55,0.0,0.0,2.61,0.83,1.51,0.0,0.0,0.14,0.17,0.1,0.41,0.55,0.1,0.41,8.26,3.03,0.14,0.55,134.0,108.0,15.0,10.0,6.38,1.17,0.06,0.0,5.0,0.17,44.44,0.0,78.84,40.0,0.0,0.0,20.0,1.22,36.67,19.05,0.0,0.0,0.0,500000.0,550000.0,1,Attacker / Winger
Melle Meulensteen,24,Eredivisie,2022/2023,Midfielder,Vitesse,Netherlands,2702.0,32.0,0.0,0.0,9.0,0.1,0.07,0.03,0.0,1.27,0.0,53.76,45.5,1.7,0.8,0.23,0.57,1.0,0.73,0.93,0.63,0.0,0.0,0.57,0.67,2.6,0.03,0.0,0.0,0.15,0.05,0.67,0.67,0.05,1.67,8.33,4.63,0.5,0.07,240.0,176.0,-1.0,12.0,6.99,0.25,0.47,0.0,24.0,0.53,67.86,0.0,84.63,29.17,0.0,0.0,4.17,4.34,55.6,25.0,0.0,0.0,0.0,94813.0,1750000.0,3,Centre Backs
Melvin Bard,23,Ligue 1,2022/2023,Defender,Nice,France,2461.0,33.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.13,0.22,45.18,37.02,3.55,0.26,0.07,0.18,2.16,0.37,1.79,0.84,0.0,0.0,0.95,0.15,1.13,0.0,0.0,0.07,0.09,0.01,0.73,1.1,0.01,1.21,10.72,6.33,0.55,0.33,340.0,327.0,63.0,26.0,6.94,2.09,0.45,0.0,0.0,0.15,46.94,0.0,81.94,28.57,0.0,0.0,0.0,5.24,59.04,13.04,0.0,0.0,0.0,200000.0,9333333.333333334,2,Central Midfielders
Merih Demiral,25,Serie A,2022/2023,Defender,Atalanta,Turkey,1522.0,28.0,0.0,0.0,8.0,0.06,0.0,0.06,0.0,1.3,0.3,38.32,32.94,2.48,0.35,0.06,0.3,1.42,0.24,0.41,0.12,0.0,0.0,0.59,0.41,3.13,0.06,0.0,0.06,0.09,0.05,0.77,0.77,0.05,3.07,9.76,6.45,0.12,0.06,234.0,305.0,118.0,13.0,6.58,0.07,0.07,0.0,6.0,0.18,28.57,0.0,85.96,16.67,0.0,0.0,16.67,3.89,66.06,50.0,0.0,0.0,0.0,3588000.0,20000000.0,3,Centre Backs
Mica Pinto,30,Eredivisie,2022/2023,Defender,Sparta Rotterdam,Portugal,2843.0,34.0,0.0,0.0,14.0,0.22,0.13,0.09,0.0,0.98,0.06,51.59,43.7,1.74,0.38,0.16,0.22,1.01,1.01,1.08,0.7,0.0,0.0,0.67,0.22,1.3,0.0,0.0,0.0,0.22,0.07,0.35,0.6,0.07,0.48,5.83,3.26,0.38,1.11,177.0,118.0,30.0,6.0,7.0,3.06,0.35,0.0,4.0,0.21,64.71,0.0,84.71,41.67,0.0,0.0,25.0,3.03,55.98,33.65,0.0,0.0,0.0,113750.0,850000.0,0,Defensive Midfielders
Michael Breij,27,Eredivisie,2022/2023,Forward,Cambuur,Netherlands,1456.0,32.0,0.0,0.0,7.0,0.25,0.12,0.12,0.13,2.23,0.19,24.79,19.1,1.73,1.42,0.62,0.8,0.74,1.24,2.6,0.93,0.0,0.0,1.55,0.12,0.68,0.0,0.0,0.12,0.16,0.13,1.55,1.67,0.13,0.62,12.3,4.82,0.87,0.93,136.0,133.0,-1.0,5.0,6.47,1.44,0.44,0.0,11.5,0.41,35.71,0.0,77.06,43.48,0.0,0.0,8.7,2.44,39.2,32.61,0.0,0.0,0.0,60000.0,450000.0,0,Defensive Midfielders
Michael Frey,29,Bundesliga,2022/2023,Forward,Schalke 04,Switzerland,872.0,15.0,0.0,0.0,5.0,0.31,0.31,0.0,0.0,1.86,0.21,22.25,12.78,1.21,2.2,1.1,1.1,0.22,1.1,1.65,0.44,0.0,0.0,0.88,0.0,0.22,0.0,0.0,0.77,0.26,0.1,1.1,3.08,0.1,4.74,19.72,7.49,1.43,0.44,284.0,31.0,-1.0,18.0,6.8,0.47,0.87,0.0,0.0,0.67,26.67,0.0,57.43,50.0,0.0,0.0,0.0,4.53,37.99,57.14,0.0,0.0,0.0,0.0,2166666.6666666665,1,Attacker / Winger
Michael Gregoritsch,29,Bundesliga,2022/2023,Forward,Freiburg,Austria,2173.0,30.0,0.0,0.0,11.0,0.58,0.17,0.41,0.28,1.04,0.25,20.56,11.62,0.71,2.35,1.55,0.8,0.17,1.05,1.09,0.42,0.0,0.0,0.5,0.17,0.42,0.08,0.0,0.55,0.16,0.36,1.8,1.05,0.36,5.66,17.54,8.56,0.92,0.08,38.0,93.0,-1.0,2.0,6.9,0.47,0.73,0.0,5.6,0.63,38.46,0.0,56.53,66.07,0.0,1.0,17.86,6.8,48.8,14.29,0.0,1.0,0.0,780000.0,8000000.0,8,Wingers
Michael Keane,31,Premier League,2022/2023,Defender,Everton,England,983.0,12.0,0.0,0.0,2.0,0.27,0.18,0.09,0.0,2.01,0.0,35.98,26.0,0.71,1.11,0.3,0.81,1.21,0.3,0.5,0.2,0.0,0.0,0.3,0.71,5.74,0.0,0.0,0.0,0.18,0.1,0.4,0.71,0.1,5.64,11.29,6.95,0.2,0.1,183.0,76.0,177.0,8.0,6.81,0.36,0.18,0.0,11.0,0.73,40.0,0.0,72.27,27.27,0.0,0.0,9.09,6.27,61.61,25.0,0.0,0.0,0.0,0.0,9000000.0,3,Centre Backs
Michael Olise,22,Premier League,2022/2023,Midfielder,Crystal Palace,France,2757.0,37.0,0.0,0.0,9.0,0.42,0.36,0.07,0.07,1.18,0.07,36.7,28.77,1.8,0.99,0.49,0.49,0.85,2.4,3.45,1.62,0.0,0.0,0.88,0.04,0.42,0.04,0.0,0.25,0.38,0.08,2.15,0.88,0.08,0.49,12.41,6.03,1.52,2.04,200.0,9.0,-1.0,7.0,6.95,6.43,1.23,0.0,14.0,0.4,46.94,0.0,78.39,50.0,0.0,0.0,7.14,4.89,48.58,25.78,0.0,0.0,0.0,2618124.0,41250000.0,1,Attacker / Winger
Michael Verrips,27,Eredivisie,2022/2023,Goalkeeper,Groningen,Netherlands,2160.0,24.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.92,0.04,36.42,23.42,0.0,0.0,0.0,0.0,0.08,0.04,0.0,0.0,2.96,5.0,0.04,0.0,0.83,0.0,0.25,0.0,0.06,0.0,0.12,0.04,0.0,0.21,0.46,0.38,0.0,0.0,369.0,304.0,124.0,14.0,6.61,0.0,0.0,2.96,0.0,0.0,0.0,59.17,64.3,0.0,44.0,0.0,0.0,0.38,81.82,0.0,0.0,0.0,0.0,173643.0,600000.0,4,Goalkeepers
Michail Antonio,33,Premier League,2022/2023,Forward,West Ham United,Jamaica,1835.0,33.0,0.0,0.0,9.0,0.39,0.15,0.25,0.27,1.32,0.1,15.04,8.92,0.64,1.37,0.64,0.73,0.24,0.73,2.2,1.03,0.0,0.0,0.34,0.24,0.44,0.1,0.0,0.54,0.13,0.19,2.11,1.27,0.19,2.16,14.89,5.93,2.2,0.24,76.0,94.0,-1.0,4.0,6.49,1.0,1.36,0.0,5.6,0.45,46.67,0.0,59.28,46.43,0.0,0.0,17.86,3.67,39.8,15.15,0.0,0.0,0.0,5079449.0,6500000.0,8,Wingers
Michal Sadílek,24,Eredivisie,2022/2023,Midfielder,Twente,Czech Republic,1242.0,17.0,0.0,0.0,9.0,0.36,0.22,0.14,0.14,0.51,0.29,53.99,46.16,2.1,1.16,0.36,0.8,0.87,1.67,0.29,0.07,0.0,0.0,0.87,0.14,1.3,0.07,0.0,0.0,0.29,0.12,1.01,0.8,0.12,1.23,8.26,4.42,0.8,0.65,122.0,50.0,-1.0,9.0,7.24,2.24,0.65,0.0,8.0,0.65,25.0,0.0,85.5,31.25,0.0,0.0,12.5,3.59,53.51,23.68,0.0,0.0,0.0,173425.0,5000000.0,0,Defensive Midfielders
Michel Aebischer,27,Serie A,2022/2023,Midfielder,Bologna,Switzerland,1540.0,32.0,0.0,0.0,6.0,0.06,0.0,0.06,0.0,1.46,0.23,36.0,30.62,0.7,0.76,0.12,0.64,0.35,0.94,0.76,0.23,0.0,0.0,0.88,0.12,0.47,0.0,0.0,0.41,0.1,0.06,1.23,1.17,0.06,0.53,7.6,2.69,0.99,0.23,238.0,428.0,-1.0,10.0,6.38,0.66,0.53,0.0,13.0,0.34,30.77,0.0,85.06,15.38,0.0,1.0,7.69,1.44,35.38,19.05,0.0,0.0,0.0,598000.0,5000000.0,0,Defensive Midfielders
Michel Vlap,26,Eredivisie,2022/2023,Midfielder,Twente,Netherlands,2507.0,36.0,0.0,0.0,18.0,0.25,0.11,0.14,0.14,0.75,0.11,37.91,31.55,1.4,1.81,0.78,1.03,0.52,1.59,1.18,0.67,0.0,0.0,0.89,0.18,0.67,0.15,0.0,0.0,0.19,0.16,0.96,0.96,0.16,0.78,8.09,3.81,1.11,0.15,118.0,140.0,-1.0,7.0,6.91,0.8,0.86,0.0,12.25,0.8,56.25,0.0,83.24,42.86,0.0,1.0,8.16,2.94,47.03,14.29,0.0,1.0,0.0,532237.0,3333333.3333333335,0,Defensive Midfielders
Michele Castagnetti,34,Serie A,2022/2023,Midfielder,Cremonese,Italy,1410.0,27.0,0.0,0.0,5.0,0.06,0.06,0.0,0.0,1.79,0.13,48.23,38.71,3.0,0.38,0.06,0.32,0.96,1.6,0.77,0.57,0.0,0.0,2.24,0.19,1.41,0.0,0.0,0.0,0.18,0.01,0.77,1.02,0.01,0.57,9.39,4.92,0.19,0.7,304.0,209.0,-1.0,17.0,6.8,1.37,0.11,0.0,0.0,0.19,75.0,0.0,80.26,16.67,0.0,0.0,0.0,2.85,52.38,29.73,0.0,0.0,0.0,412620.0,700000.0,2,Central Midfielders
Michele Cerofolini,25,Serie A,2022/2023,Goalkeeper,Fiorentina,Italy,450.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.6,0.0,33.6,24.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.6,2.2,0.0,0.0,0.4,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,354.0,5.0,23.0,6.78,0.0,0.0,1.6,0.0,0.0,0.0,72.73,72.02,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113620.0,500000.0,4,Goalkeepers
Michele Di Gregorio,26,Serie A,2022/2023,Goalkeeper,Monza,Italy,3330.0,37.0,0.0,0.0,10.0,0.03,0.03,0.0,0.0,1.22,0.0,34.65,24.86,0.0,0.0,0.0,0.0,0.11,0.03,0.05,0.05,3.24,4.57,0.08,0.0,0.76,0.0,0.27,0.0,0.07,0.0,0.08,0.0,0.0,0.11,0.38,0.24,0.03,0.0,346.0,261.0,105.0,20.0,7.01,0.0,0.03,3.24,0.0,0.0,100.0,71.01,71.76,0.0,85.0,0.0,0.0,0.24,64.29,0.0,0.0,0.0,0.0,777400.0,9000000.0,4,Goalkeepers
Michiel Kramer,35,Eredivisie,2022/2023,Forward,RKC Waalwijk,Netherlands,2009.0,27.0,2.0,0.0,5.0,0.72,0.18,0.54,0.23,1.61,0.27,21.94,16.62,0.18,1.71,1.04,0.68,0.45,0.81,0.32,0.18,0.0,0.0,0.45,0.0,0.9,0.0,0.0,0.54,0.17,0.32,0.99,1.31,0.38,2.12,7.75,3.47,0.54,0.09,18.0,68.0,-1.0,1.0,7.21,0.15,0.46,0.0,3.17,0.58,57.14,0.0,75.77,60.53,0.0,0.0,31.58,2.96,44.77,50.0,0.0,3.0,0.0,113750.0,375000.0,8,Wingers
Mickaël Alphonse,34,Ligue 1,2022/2023,Defender,Ajaccio,France,1353.0,25.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.8,0.27,34.03,24.0,2.33,0.53,0.13,0.4,2.19,0.73,1.2,0.53,0.0,0.0,0.8,0.33,2.39,0.0,0.0,0.0,0.08,0.02,1.0,1.26,0.02,2.06,10.97,5.92,0.73,0.33,358.0,353.0,153.0,35.0,5.87,1.04,0.42,0.0,0.0,0.23,44.44,0.0,70.51,25.0,0.0,0.0,0.0,3.42,53.94,18.52,0.0,0.0,0.0,292000.0,250000.0,2,Central Midfielders
Mickaël Barreto,33,Ligue 1,2022/2023,Midfielder,Ajaccio,France,1327.0,20.0,0.0,0.0,3.0,0.14,0.07,0.07,0.13,2.17,0.07,41.03,30.86,2.37,0.95,0.27,0.68,0.95,1.15,2.98,1.42,0.0,0.0,2.51,0.07,0.54,0.0,0.0,0.0,0.15,0.07,0.54,1.36,0.07,0.75,12.28,5.02,1.29,1.63,195.0,190.0,-1.0,9.0,6.65,3.85,0.95,0.0,14.0,0.5,47.73,0.0,75.21,28.57,0.0,0.0,7.14,3.7,40.88,31.17,0.0,0.0,0.0,265000.0,400000.0,0,Defensive Midfielders
Mickaël Cuisance,24,Serie A,2022/2023,Midfielder,Sampdoria,France,624.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.87,0.14,28.99,24.52,2.16,1.01,0.29,0.72,0.58,0.87,1.88,1.3,0.0,0.0,2.88,0.0,0.43,0.0,0.0,0.14,0.09,0.04,0.72,1.15,0.04,0.58,13.41,4.76,2.31,0.43,288.0,274.0,-1.0,19.0,6.06,1.58,1.33,0.0,0.0,0.42,69.23,0.0,84.58,28.57,0.0,0.0,0.0,2.75,35.48,15.79,0.0,0.0,0.0,0.0,2500000.0,2,Central Midfielders
Mickey van de Ven,22,Bundesliga,2022/2023,Defender,Wolfsburg,Netherlands,2970.0,33.0,0.0,0.0,11.0,0.06,0.03,0.03,0.0,1.36,0.15,49.81,43.88,1.41,0.31,0.03,0.28,0.81,0.19,0.75,0.53,0.0,0.0,0.38,0.75,3.12,0.0,0.0,0.03,0.12,0.03,0.78,0.72,0.03,1.09,6.38,3.81,0.31,0.09,247.0,226.0,59.0,14.0,6.89,0.38,0.31,0.0,10.0,0.28,70.83,0.0,88.08,10.0,0.0,1.0,10.0,3.81,59.8,25.0,0.0,0.0,0.0,1196000.0,33250000.0,3,Centre Backs
Mickey van der Hart,29,Eredivisie,2022/2023,Goalkeeper,Emmen,Netherlands,2250.0,25.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.68,0.0,31.12,19.12,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.04,3.24,5.0,0.04,0.0,0.56,0.0,0.32,0.0,0.04,0.0,0.08,0.0,0.0,0.44,0.68,0.6,0.0,0.0,281.0,237.0,103.0,13.0,6.81,0.0,0.0,3.24,0.0,0.0,100.0,64.8,61.44,0.0,50.0,0.0,0.0,0.6,88.24,0.0,0.0,0.0,0.0,114021.0,550000.0,4,Goalkeepers
Miguel Almirón,30,Premier League,2022/2023,Midfielder,Newcastle United,Paraguay,2508.0,34.0,0.0,0.0,13.0,0.47,0.07,0.39,0.43,0.79,0.07,33.04,27.98,1.79,1.58,0.75,0.83,0.36,0.93,2.3,1.11,0.0,0.0,0.72,0.07,0.47,0.07,0.0,0.32,0.13,0.29,1.18,0.79,0.29,0.22,8.29,4.3,0.97,0.18,35.0,186.0,-1.0,2.0,7.08,0.76,0.79,0.0,4.0,0.68,48.44,0.0,84.69,47.73,0.0,0.0,25.0,3.53,51.95,19.23,0.0,1.0,0.0,2523105.0,32333333.333333332,1,Attacker / Winger
Miguel Araujo,29,Eredivisie,2022/2023,Defender,Emmen,Peru,2696.0,31.0,0.0,0.0,7.0,0.03,0.0,0.03,0.07,1.67,0.17,55.25,44.6,2.0,0.3,0.13,0.17,1.14,0.1,0.2,0.17,0.0,0.0,0.33,1.03,3.87,0.07,0.0,0.03,0.09,0.03,0.6,0.7,0.03,2.67,8.75,5.41,0.3,0.0,241.0,378.0,101.0,9.0,6.92,0.06,0.29,0.0,9.0,0.16,83.33,0.0,80.73,44.44,0.0,0.0,11.11,5.23,61.83,0.0,0.0,0.0,0.0,411913.0,850000.0,3,Centre Backs
Miguel Gutiérrez,22,La Liga,2022/2023,Defender,Girona FC,Spain,2400.0,34.0,0.0,0.0,3.0,0.19,0.11,0.08,0.09,1.31,0.23,40.01,34.45,1.5,0.45,0.15,0.3,0.71,0.86,2.55,1.28,0.0,0.0,0.41,0.19,1.28,0.0,0.0,0.11,0.17,0.06,0.9,0.9,0.06,0.34,8.18,4.02,0.98,0.86,180.0,128.0,128.0,12.0,6.7,3.0,0.76,0.0,6.0,0.24,50.0,0.0,86.12,33.33,0.0,0.0,16.67,3.15,49.08,22.55,0.0,0.0,0.0,750000.0,13500000.0,0,Defensive Midfielders
Miguel Nóbrega,23,Liga NOS,2022/2023,Defender,Rio Ave FC,Portugal,558.0,11.0,0.0,0.0,3.0,0.16,0.16,0.0,0.0,1.45,0.0,54.61,45.0,1.28,0.64,0.32,0.32,0.64,0.48,0.64,0.16,0.0,0.0,0.16,0.96,4.32,0.0,0.0,0.0,0.21,0.03,0.96,1.28,0.03,1.6,8.33,4.0,0.16,0.0,348.0,85.0,125.0,29.0,6.2,0.45,0.09,0.0,0.0,0.18,25.0,0.0,82.4,50.0,0.0,0.0,0.0,2.27,48.08,0.0,0.0,0.0,0.0,114350.0,300000.0,3,Centre Backs
Miguel Silva,28,Liga NOS,2022/2023,Goalkeeper,CS Marítimo,Portugal,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.13,30.75,16.12,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,3.88,6.88,0.0,0.0,1.38,0.0,0.5,0.0,0.03,0.0,0.0,0.12,0.0,0.38,0.5,0.38,0.0,0.0,308.0,303.0,166.0,22.0,6.58,0.0,0.0,3.88,0.0,0.0,0.0,56.36,52.44,0.0,14.0,0.0,0.0,0.38,75.0,0.0,0.0,0.0,0.0,54245.0,300000.0,4,Goalkeepers
Miguel Veloso,37,Serie A,2022/2023,Midfielder,Hellas Verona,Portugal,1166.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.46,41.02,31.13,2.47,0.77,0.15,0.62,0.54,1.55,0.46,0.31,0.0,0.0,0.7,0.46,0.93,0.0,0.0,0.08,0.12,0.03,0.62,1.55,0.03,1.08,8.5,4.48,0.54,1.62,281.0,270.0,-1.0,22.0,6.83,2.82,0.32,0.0,0.0,0.36,66.67,0.0,75.89,20.0,0.0,0.0,0.0,2.64,52.73,33.87,0.0,0.0,0.0,837200.0,500000.0,2,Central Midfielders
Miha Blažič,30,Ligue 1,2022/2023,Defender,Angers SCO,Slovenia,1979.0,24.0,0.0,0.0,3.0,0.09,0.0,0.09,0.0,1.77,0.18,53.62,46.84,0.27,0.32,0.18,0.14,0.91,0.05,0.0,0.0,0.0,0.0,0.45,0.86,3.37,0.05,0.0,0.0,0.1,0.06,0.73,0.55,0.06,2.0,4.64,2.96,0.0,0.0,168.0,414.0,146.0,10.0,6.69,0.04,0.0,0.0,3.5,0.12,0.0,0.0,87.36,57.14,0.0,0.0,28.57,2.71,63.73,0.0,0.0,0.0,0.0,604000.0,1650000.0,3,Centre Backs
Mike Eerdhuijzen,23,Eredivisie,2022/2023,Defender,Sparta Rotterdam,Netherlands,1470.0,28.0,0.0,0.0,10.0,0.06,0.06,0.0,0.0,0.98,0.37,65.31,57.12,1.69,0.19,0.0,0.19,1.88,0.39,0.32,0.26,0.0,0.0,0.52,0.91,4.87,0.0,0.0,0.0,0.19,0.01,0.58,0.91,0.01,2.47,8.06,5.0,0.13,0.06,319.0,184.0,29.0,25.0,5.54,0.15,0.07,0.0,0.0,0.11,80.0,0.0,87.46,0.0,0.0,0.0,0.0,2.85,62.1,25.0,0.0,0.0,0.0,53882.0,900000.0,3,Centre Backs
Mike Maignan,28,Serie A,2022/2023,Goalkeeper,AC Milan,France,1979.0,22.0,0.0,0.0,8.0,0.05,0.05,0.0,0.0,0.91,0.0,31.42,25.33,0.05,0.0,0.0,0.0,0.05,0.05,0.0,0.0,1.86,2.82,0.0,0.0,0.64,0.0,0.18,0.0,0.08,0.0,0.14,0.0,0.0,0.14,0.32,0.32,0.0,0.0,381.0,224.0,42.0,30.0,6.89,0.0,0.0,1.86,0.0,0.0,0.0,66.13,80.61,0.0,21.0,0.0,0.0,0.32,100.0,0.0,0.0,0.0,0.0,3528200.0,45000000.0,4,Goalkeepers
Mike te Wierik,31,Eredivisie,2022/2023,Defender,Emmen,Netherlands,2383.0,29.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.89,0.3,41.51,34.37,1.7,0.19,0.0,0.19,1.44,0.08,0.15,0.08,0.0,0.0,0.38,1.25,4.57,0.0,0.0,0.08,0.07,0.0,0.42,1.55,0.0,1.89,7.48,4.08,0.04,0.0,370.0,320.0,121.0,20.0,6.84,0.38,0.03,0.0,0.0,0.17,50.0,0.0,82.8,0.0,0.0,0.0,0.0,3.72,54.55,0.0,0.0,0.0,0.0,173643.0,450000.0,3,Centre Backs
Mike van Duinen,32,Eredivisie,2022/2023,Forward,Excelsior,Netherlands,976.0,27.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.31,0.37,14.18,8.78,1.37,1.65,0.73,0.91,0.55,0.18,1.46,0.27,0.0,0.0,1.28,0.18,2.1,0.0,0.0,0.09,0.02,0.08,0.91,1.1,0.08,3.38,14.45,5.85,1.37,0.0,276.0,243.0,-1.0,19.0,6.39,0.11,0.54,0.0,0.0,0.36,18.75,0.0,61.94,44.44,0.0,0.0,0.0,2.29,40.51,0.0,0.0,0.0,0.0,219260.0,250000.0,8,Wingers
Mike van der Hoorn,31,Eredivisie,2022/2023,Defender,Utrecht,Netherlands,2186.0,26.0,0.0,0.0,9.0,0.08,0.04,0.04,0.0,1.19,0.21,56.36,45.91,0.86,0.7,0.21,0.49,0.86,0.41,0.25,0.16,0.0,0.0,0.37,0.58,4.36,0.08,0.0,0.0,0.14,0.05,0.91,0.66,0.05,3.83,8.52,5.76,0.12,0.08,228.0,204.0,60.0,15.0,7.04,0.19,0.12,0.0,17.0,0.46,66.67,0.0,81.45,29.41,0.0,0.0,5.88,5.38,67.63,40.0,0.0,0.0,0.0,233416.0,1166666.6666666667,3,Centre Backs
Mikel Merino,27,La Liga,2022/2023,Midfielder,Real Sociedad,Spain,2499.0,33.0,0.0,1.0,11.0,0.4,0.32,0.07,0.07,1.01,0.29,52.47,40.84,2.67,1.12,0.61,0.5,0.72,1.58,1.26,0.68,0.0,0.0,1.12,0.32,1.84,0.07,0.0,0.14,0.33,0.06,1.73,2.67,0.09,4.07,16.93,9.11,1.37,0.22,196.0,13.0,-1.0,8.0,7.12,0.76,1.15,0.0,15.5,0.42,54.29,0.0,77.83,54.84,0.0,0.0,6.45,7.67,53.83,24.0,0.0,0.0,0.0,3910000.0,50000000.0,0,Defensive Midfielders
Mikel Oyarzabal,26,La Liga,2022/2023,Forward,Real Sociedad,Spain,1216.0,23.0,2.0,1.0,11.0,0.37,0.07,0.3,0.0,0.81,0.07,26.35,20.43,0.96,1.11,0.81,0.3,0.22,1.04,1.63,0.59,0.0,0.0,0.96,0.22,0.3,0.07,0.0,0.89,0.12,0.08,1.18,1.11,0.24,1.18,10.36,3.92,1.48,0.59,53.0,200.0,-1.0,4.0,6.68,1.22,0.87,0.0,3.75,0.17,36.36,0.0,77.53,73.33,0.0,1.0,26.67,2.3,37.86,28.57,0.0,0.0,0.0,0.0,46666666.666666664,8,Wingers
Mikel Vesga,30,La Liga,2022/2023,Midfielder,Athletic Club Bilbao,Spain,2574.0,36.0,2.0,1.0,11.0,0.21,0.1,0.1,0.14,0.91,0.17,51.82,43.85,2.03,0.73,0.21,0.52,1.19,0.7,0.56,0.28,0.0,0.0,1.47,0.24,1.29,0.07,0.0,0.0,0.17,0.01,0.7,1.5,0.09,2.2,10.63,5.21,0.56,0.14,164.0,149.0,-1.0,6.0,6.9,0.31,0.44,0.0,7.0,0.42,50.0,0.0,84.62,28.57,0.0,1.0,14.29,4.14,49.01,36.36,0.0,0.0,0.0,600000.0,5500000.0,3,Centre Backs
